Symbol,DATE,CLOSE
SILVER,2 Mar 20,45015
NATURALGAS,2 Mar 20,126.9
ALUMINIUM,2 Mar 20,139.1
CRUDEOIL,2 Mar 20,3377
ZINC,2 Mar 20,162.35
NICKEL,2 Mar 20,935.7
COPPER,2 Mar 20,437.5
LEAD,2 Mar 20,150.5
COTTON,2 Mar 20,18520
GOLD,3 Mar 20,42315
SILVER,3 Mar 20,45190
NATURALGAS,3 Mar 20,131.2
ALUMINIUM,3 Mar 20,140.35
CRUDEOIL,3 Mar 20,3438
ZINC,3 Mar 20,160.9
NICKEL,3 Mar 20,950
COPPER,3 Mar 20,434.15
LEAD,3 Mar 20,150.6
COTTON,3 Mar 20,18570
GOLD,4 Mar 20,43146
SILVER,4 Mar 20,46103
NATURALGAS,4 Mar 20,134.4
ALUMINIUM,4 Mar 20,140.75
CRUDEOIL,4 Mar 20,3441
ZINC,4 Mar 20,158.45
NICKEL,4 Mar 20,961.3
COPPER,4 Mar 20,439.9
LEAD,4 Mar 20,152.3
COTTON,4 Mar 20,18600
GOLD,5 Mar 20,43294
SILVER,5 Mar 20,46114
NATURALGAS,5 Mar 20,129.9
ALUMINIUM,5 Mar 20,144.7
CRUDEOIL,5 Mar 20,3364
ZINC,5 Mar 20,161.5
NICKEL,5 Mar 20,961.4
COPPER,5 Mar 20,439.45
LEAD,5 Mar 20,155.5
COTTON,5 Mar 20,18610
GOLD,6 Mar 20,44315
SILVER,6 Mar 20,47071
NATURALGAS,6 Mar 20,125.8
ALUMINIUM,6 Mar 20,143.95
CRUDEOIL,6 Mar 20,3041
ZINC,6 Mar 20,160.45
NICKEL,6 Mar 20,968.3
COPPER,6 Mar 20,434.35
LEAD,6 Mar 20,152.25
COTTON,6 Mar 20,18640
GOLD,9 Mar 20,43750
SILVER,9 Mar 20,45854
NATURALGAS,9 Mar 20,125.8
ALUMINIUM,9 Mar 20,143.5
CRUDEOIL,9 Mar 20,3041
ZINC,9 Mar 20,158.6
NICKEL,9 Mar 20,943.2
COPPER,9 Mar 20,419.5
LEAD,9 Mar 20,148.6
COTTON,9 Mar 20,18410
ZINC,11 Mar 20,161.3
NICKEL,11 Mar 20,965.2
COPPER,11 Mar 20,433.8
LEAD,11 Mar 20,151.3
COTTON,11 Mar 20,18480
ZINC,12 Mar 20,161.85
NICKEL,12 Mar 20,935.9
COPPER,12 Mar 20,424.7
LEAD,12 Mar 20,149.7
COTTON,12 Mar 20,18390
